PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",21-1015,Rehabilitation Counselors,detailed,890,10.6,0.363,0.49,17.5,36390,3,12.02,13.66,16.63,20.33,23.76,25010,28400,34590,42290,49420,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",21-1019,"Counselors, All Other",detailed,920,8.5,0.376,1.97,23.41,48690,5.7,12.39,15.24,25.38,29.03,31.56,25770,31700,52790,60390,65630,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",21-1021,"Child, Family, and School Social Workers",detailed,2800,7.8,1.151,0.54,21.47,44650,5.6,13.97,16.31,19.11,24.47,32.23,29050,33920,39760,50900,67040,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",21-1022,Healthcare Social Workers,detailed,1810,7.7,0.742,0.66,25.09,52180,3.2,14.58,17.72,23.21,29.4,37.51,30340,36860,48270,61150,78020,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",21-1023,Mental Health and Substance Abuse Social Workers,detailed,1320,12.9,0.542,0.68,18.81,39130,3,9.89,13.53,17.69,23.14,28.75,20580,28140,36790,48130,59800,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",21-1029,"Social Workers, All Other",detailed,580,9.7,0.237,0.55,28.4,59070,4.6,15.34,21.59,28.72,35.71,40.47,31910,44910,59730,74280,84170,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",21-1091,Health Educators,detailed,1000,10.6,0.41,0.98,24.16,50260,3.4,12.79,16.4,21.3,30.91,40.95,26600,34110,44310,64290,85170,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",21-1092,Probation Officers and Correctional Treatment Specialists,detailed,980,3.1,0.404,0.63,19.92,41430,4,15.01,16.57,19.24,22.83,26.67,31220,34470,40020,47480,55470,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",21-1093,Social and Human Service Assistants,detailed,4610,8.3,1.891,0.73,16.44,34210,2.3,11.66,13.09,15.43,19.01,22.99,24250,27220,32090,39550,47820,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",21-1094,Community Health Workers,detailed,670,12.5,0.274,0.79,16.99,35340,2.9,10.57,12.89,15.54,19,26.04,21990,26810,32330,39530,54170,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",21-1099,"Community and Social Service Specialists, All Other",detailed,2970,12.2,1.22,1.78,21.45,44620,1.5,14.74,17.19,20.61,23.85,30.29,30660,35760,42870,49600,63000,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",21-2011,Clergy,detailed,540,10.8,0.223,0.64,25.7,53460,5.7,12.57,15.15,20.79,29.68,47.36,26140,31510,43240,61740,98510,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",21-2021,"Directors, Religious Activities and Education",detailed,390,18.7,0.162,1.1,20.6,42850,6.4,10.93,14.54,18.4,24.02,33.44,22730,30240,38280,49960,69560,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",21-2099,"Religious Workers, All Other",detailed,130,31.6,0.053,0.93,12.29,25560,13.3,8.3,8.63,9.17,13.26,21.83,17260,17950,19080,27580,45400,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",23-0000,Legal Occupations,major,34090,3.3,13.996,1.82,49.26,102450,5.7,17.57,24.26,34.41,65.15,#,36540,50470,71580,135510,#,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",23-1011,Lawyers,detailed,19860,4.5,8.151,1.84,65.89,137050,6.2,26.72,33.69,50.39,89.88,#,55580,70080,104810,186940,#,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,170,1.1,0.072,0.68,49.51,102980,1.5,17.51,35.7,46.71,65.23,81.11,36420,74260,97150,135670,168700,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",23-1022,"Arbitrators, Mediators, and Conciliators",detailed,90,44,0.035,0.77,21.85,45440,15.3,12.75,13.9,20.32,24.14,36.01,26530,28910,42260,50200,74900,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,390,1.7,0.158,0.75,65.05,135310,2.5,52.13,61.6,68.1,73.88,77.36,108420,128130,141650,153670,160910,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",23-2011,Paralegals and Legal Assistants,detailed,9140,6.9,3.752,1.9,25.8,53660,2.7,16.19,19.21,24.79,30.92,37.47,33670,39960,51570,64320,77940,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",23-2091,Court Reporters,detailed,520,30.9,0.212,1.66,22.85,47530,21.4,12.16,13.79,17.78,22.96,61.7,25280,28680,36980,47760,128340,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",23-2093,"Title Examiners, Abstractors, and Searchers",detailed,2030,20.9,0.835,2.11,21.69,45100,5,14.05,16.57,20.02,26.44,30.77,29220,34460,41640,54980,64000,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",23-2099,"Legal Support Workers, All Other",detailed,1890,23.8,0.778,2.35,23.01,47850,8.4,15.01,16.31,18.46,25.43,30.47,31220,33930,38400,52880,63370,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-0000,"Education, Training, and Library Occupations",major,116070,1.9,47.651,0.77,24.34,50630,2.3,10.8,15.76,22.53,29.89,39.96,22470,32780,46860,62160,83110,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1011,"Business Teachers, Postsecondary",detailed,1240,8.7,0.51,0.83,*,88360,11.6,*,*,*,*,*,35920,50410,76780,105000,159200,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1021,"Computer Science Teachers, Postsecondary",detailed,620,8.6,0.256,1.05,*,76090,7,*,*,*,*,*,41100,51010,69680,91120,116620,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1022,"Mathematical Science Teachers, Postsecondary",detailed,670,5.8,0.274,0.7,*,73230,4.7,*,*,*,*,*,48630,56410,71940,89650,99530,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1031,"Architecture Teachers, Postsecondary",detailed,60,0,0.023,0.44,*,86920,1.7,*,*,*,*,*,56610,69500,86750,98630,120790,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1032,"Engineering Teachers, Postsecondary",detailed,**,**,**,**,*,102320,6,*,*,*,*,*,47680,60500,95020,134880,162830,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,30,5.9,0.013,0.18,*,97440,5.2,*,*,*,*,*,61820,75300,93260,112790,128190,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1042,"Biological Science Teachers, Postsecondary",detailed,590,16.8,0.244,0.65,*,84750,5.8,*,*,*,*,*,48140,60700,79050,96390,124850,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,90,17.9,0.038,0.48,*,100580,5.3,*,*,*,*,*,54910,69250,94040,123770,157140,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1052,"Chemistry Teachers, Postsecondary",detailed,200,3.7,0.081,0.52,*,79890,4.6,*,*,*,*,*,45440,56090,75740,96610,122020,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1054,"Physics Teachers, Postsecondary",detailed,70,7.7,0.03,0.29,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1063,"Economics Teachers, Postsecondary",detailed,80,33,0.034,0.34,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1065,"Political Science Teachers, Postsecondary",detailed,90,4.2,0.038,0.3,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1066,"Psychology Teachers, Postsecondary",detailed,550,13.2,0.226,0.81,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1067,"Sociology Teachers, Postsecondary",detailed,**,**,**,**,*,81790,4.4,*,*,*,*,*,51360,59480,81160,96930,121690,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,190,16.3,0.077,0.94,*,77340,2.8,*,*,*,*,*,45430,60520,79200,92430,100520,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1071,"Health Specialties Teachers, Postsecondary",detailed,2360,19.4,0.968,0.75,*,90520,6.3,*,*,*,*,*,39610,62050,84360,107180,145030,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,790,17,0.326,0.78,*,76750,2.7,*,*,*,*,*,51230,61310,74350,90070,101450,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1081,"Education Teachers, Postsecondary",detailed,**,**,**,**,*,68910,9.1,*,*,*,*,*,27660,33060,67180,90030,111210,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,290,9.1,0.12,1.14,*,71840,2.4,*,*,*,*,*,49180,58640,70430,82830,97100,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1112,"Law Teachers, Postsecondary",detailed,250,27.6,0.104,0.88,*,109770,11.3,*,*,*,*,*,58960,72400,92690,136560,186060,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1113,"Social Work Teachers, Postsecondary",detailed,120,22.4,0.05,0.59,*,91760,3.6,*,*,*,*,*,52380,66730,85390,113830,140900,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,810,14.5,0.333,0.47,*,71960,3.1,*,*,*,*,*,41490,52200,68420,88620,100500,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1122,"Communications Teachers, Postsecondary",detailed,330,9.7,0.137,0.65,*,70720,2.6,*,*,*,*,*,45380,54500,66610,87070,99170,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1123,"English Language and Literature Teachers, Postsecondary",detailed,**,**,**,**,*,70880,3.9,*,*,*,*,*,44290,55010,70030,87380,98340,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,250,6,0.101,0.46,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1125,"History Teachers, Postsecondary",detailed,110,5.7,0.045,0.26,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,150,14.5,0.063,0.36,*,70000,6.4,*,*,*,*,*,32290,49330,68430,87450,103870,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1191,Graduate Teaching Assistants,detailed,1800,0,0.74,0.82,*,19690,4.1,*,*,*,*,*,17040,17490,18240,18980,19430,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1192,"Home Economics Teachers, Postsecondary",detailed,80,0,0.034,1.29,*,74760,2.7,*,*,*,*,*,47020,59460,80310,91840,98760,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1194,"Vocational Education Teachers, Postsecondary",detailed,2610,13.1,1.072,1.23,27.37,56930,10.1,14.23,17.7,24.03,38.55,45.52,29600,36820,49980,80190,94680,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1199,"Postsecondary Teachers, All Other",detailed,3660,7.7,1.501,1.08,*,66570,3.3,*,*,*,*,*,34600,52020,67830,80270,95520,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2011,"Preschool Teachers, Except Special Education",detailed,7060,10.5,2.9,1.08,13.88,28860,4,9.06,10.19,12.04,15.08,22.24,18840,21200,25040,31370,46260,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2012,"Kindergarten Teachers, Except Special Education",detailed,3400,4.3,1.396,1.22,*,47110,4.8,*,*,*,*,*,29090,40050,45710,53800,68580,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2021,"Elementary School Teachers, Except Special Education",detailed,20300,2.8,8.332,0.83,*,50490,3.3,*,*,*,*,*,34940,41920,47760,58380,72290,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,8790,2.7,3.608,0.79,*,50800,3.5,*,*,*,*,*,34940,41890,47950,58680,72840,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2023,"Career/Technical Education Teachers, Middle School",detailed,190,0,0.079,0.83,*,63560,1.6,*,*,*,*,*,44310,50910,60550,76440,90030,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,12990,3.8,5.332,0.76,*,56130,2.3,*,*,*,*,*,40650,45050,53540,63870,79720,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2032,"Career/Technical Education Teachers, Secondary School",detailed,3060,0.2,1.256,2.24,*,55700,2.4,*,*,*,*,*,40800,44560,50840,63590,81460,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2051,"Special Education Teachers, Preschool",detailed,560,4.6,0.229,1.08,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,1710,2.6,0.701,0.49,*,55400,2.3,*,*,*,*,*,40970,44670,51730,62740,79930,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2053,"Special Education Teachers, Middle School",detailed,560,4.2,0.23,0.35,*,54070,4.2,*,*,*,*,*,40600,44010,50050,61320,77750,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2054,"Special Education Teachers, Secondary School",detailed,730,10.2,0.3,0.32,*,57000,2.3,*,*,*,*,*,41140,45300,53580,65890,83510,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2059,"Special Education Teachers, All Other",detailed,3960,0.6,1.626,5.84,*,57590,2.4,*,*,*,*,*,42160,46770,55270,65420,79560,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,430,14.8,0.178,0.38,26.48,55080,5.3,16.75,19.56,23.47,29.93,42.14,34840,40680,48820,62250,87650,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-3021,Self-Enrichment Education Teachers,detailed,4400,9.7,1.807,1.15,19.94,41470,5.3,8.99,11.71,17.03,23.94,33.54,18700,24360,35420,49800,69770,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,5650,7.7,2.318,1.17,*,42590,6.1,*,*,*,*,*,19040,23840,36030,53530,71430,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-3098,Substitute Teachers,detailed,5880,4.2,2.413,0.53,13.89,28890,3.5,10.05,12.02,13.69,15.45,17.62,20890,25000,28480,32140,36650,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-4011,Archivists,detailed,**,**,**,**,25.63,53310,9,16.13,23.13,26.38,28.82,30.3,33540,48120,54870,59950,63020,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-4012,Curators,detailed,150,15.6,0.06,0.7,29.28,60910,3.9,18.71,21.02,25.2,36.33,44.32,38910,43720,52420,75570,92190,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-4013,Museum Technicians and Conservators,detailed,120,30,0.05,0.64,20.03,41660,7.3,12.67,14.31,19.32,23.98,29.83,26360,29760,40190,49890,62040,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-4021,Librarians,detailed,1710,3.7,0.702,0.74,30.84,64150,3.6,20.2,23.34,29.21,36.86,45.8,42020,48550,60750,76670,95260,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-4031,Library Technicians,detailed,600,19.4,0.248,0.36,18.44,38360,2.1,13.42,15.78,17.96,21.22,23.88,27910,32830,37350,44130,49660,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-9011,Audio-Visual and Multimedia Collections Specialists,detailed,60,3.5,0.023,0.31,17.31,35990,3,10.34,11.43,16.83,22.41,26.48,21510,23780,35000,46610,55080,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-9021,Farm and Home Management Advisors,detailed,40,4.4,0.018,0.28,20.43,42500,2.5,10.48,13.16,19.2,24.72,35.77,21810,27380,39940,51410,74400,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-9031,Instructional Coordinators,detailed,2860,4.5,1.173,1.16,28,58240,4.3,16.31,20.85,26.92,34.05,43.21,33930,43370,55980,70820,89880,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-9041,Teacher Assistants,detailed,8500,5.5,3.491,0.39,*,24230,2.4,*,*,*,*,*,18020,19840,22780,27040,32510,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-9099,"Education, Training, and Library Workers, All Other",detailed,2060,5.2,0.845,1.08,33.97,70650,9.2,16.16,22.36,33.52,45.16,55.15,33600,46510,69720,93920,114720,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,31230,3.7,12.82,0.96,25.05,52110,1.8,10.52,14.39,20.75,30.34,44.17,21890,29940,43170,63100,91880,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1011,Art Directors,detailed,320,13.3,0.131,0.52,42.77,88950,4.6,25.98,32.02,39.15,47.65,59.42,54040,66610,81430,99110,123600,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,60,46.7,0.023,0.26,*,*,*,*,*,*,*,*,*,*,*,*,*,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1014,Multimedia Artists and Animators,detailed,250,23.6,0.105,0.48,29.64,61650,5.3,16.92,21.06,27.76,40.51,45.69,35190,43800,57750,84270,95030,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1019,"Artists and Related Workers, All Other",detailed,90,27.3,0.039,0.69,38.24,79540,15,17.3,27.79,41.66,46.42,49.54,35980,57790,86650,96560,103030,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1021,Commercial and Industrial Designers,detailed,280,40,0.114,0.5,29.67,61700,6.6,20.79,24.76,28.54,34.66,39.33,43230,51500,59370,72090,81800,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1022,Fashion Designers,detailed,160,36.3,0.064,0.46,31.98,66510,5.4,16.68,23.93,28.21,32.95,42.04,34690,49780,58680,68540,87440,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1023,Floral Designers,detailed,550,15.2,0.225,0.7,13.89,28890,4.7,9.26,10.87,13.25,15.38,18.05,19260,22610,27550,31990,37530,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1024,Graphic Designers,detailed,3940,6.3,1.619,1.09,23.16,48170,2.8,13.28,16.89,21.61,28.39,35.34,27620,35130,44960,59060,73510,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1025,Interior Designers,detailed,1980,14.6,0.811,2.19,24.73,51430,8.7,11.47,14.67,21.63,29.67,43.8,23860,30510,45000,61720,91100,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1026,Merchandise Displayers and Window Trimmers,detailed,2480,11.3,1.016,1.39,13.63,28340,2.6,8.6,9.6,12.18,14.86,21.77,17900,19960,25340,30910,45290,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1027,Set and Exhibit Designers,detailed,110,34.3,0.044,0.51,22.46,46730,3.9,13.12,17.64,21.6,26.93,33.96,27290,36680,44920,56010,70630,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1029,"Designers, All Other",detailed,**,**,**,**,24,49920,6,14.77,17.07,20.81,26.44,42.62,30720,35510,43280,54990,88650,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-2011,Actors,detailed,390,43.2,0.159,0.43,19.45,*,4.8,11.93,15.37,18.44,22.77,27.16,*,*,*,*,*,,True
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-2012,Producers and Directors,detailed,2400,7.6,0.987,1.3,41.41,86140,4.8,18.93,25.29,34.37,50.62,71.28,39370,52610,71480,105290,148250,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-2021,Athletes and Sports Competitors,detailed,**,**,**,**,*,48770,20.8,*,*,*,*,*,26050,27520,29960,44140,96030,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-2022,Coaches and Scouts,detailed,1820,12.6,0.747,0.46,*,56110,7,*,*,*,*,*,26280,31550,41700,63490,100550,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-2023,"Umpires, Referees, and Other Sports Officials",detailed,**,**,**,**,*,23710,4.9,*,*,*,*,*,17300,17980,19120,22600,34820,True,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-2041,Music Directors and Composers,detailed,200,19.6,0.081,0.52,33.49,69660,18.9,9.4,19.14,23.84,31.05,86.7,19550,39810,49590,64570,180340,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-2042,Musicians and Singers,detailed,480,25.3,0.197,0.73,38.1,*,11.1,9.28,11.68,25.85,54.26,#,*,*,*,*,*,,True
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,350,46.8,0.144,1.37,13.33,*,12.5,8.39,8.83,9.64,13.58,25.72,*,*,*,*,*,,True
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3011,Radio and Television Announcers,detailed,640,15.8,0.263,1.2,18.21,37870,4.9,8.55,9.36,14.36,20.7,35.24,17780,19460,29860,43050,73300,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3012,Public Address System and Other Announcers,detailed,120,24.2,0.05,0.86,15.2,31620,21.5,8.34,8.74,9.72,19.58,34.25,17340,18180,20230,40720,71230,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3021,Broadcast News Analysts,detailed,150,19.4,0.061,1.79,*,*,*,*,*,*,*,*,*,*,*,*,*,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3022,Reporters and Correspondents,detailed,630,13.7,0.259,0.87,22.19,46160,6.1,10.69,12.87,18.38,26.7,37.26,22240,26780,38230,55540,77500,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3031,Public Relations Specialists,detailed,3820,9.2,1.567,0.99,28.63,59550,2.4,16.48,19.87,26.45,34.96,45.29,34290,41320,55020,72710,94200,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3041,Editors,detailed,1470,7.9,0.604,0.86,31.35,65220,3.4,16.48,21.19,27,35.79,54.45,34290,44080,56160,74440,113270,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3042,Technical Writers,detailed,420,15.1,0.172,0.48,29.04,60400,4,18.37,21.84,27.34,34.82,43.8,38200,45420,56860,72420,91090,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3043,Writers and Authors,detailed,510,12,0.209,0.67,24.86,51700,4.5,11.36,16.41,23.17,29.89,40.53,23630,34130,48190,62180,84300,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3091,Interpreters and Translators,detailed,1000,21.3,0.412,1.14,19.71,40990,9.6,8.94,10.79,15.53,23.12,41.65,18600,22440,32310,48080,86640,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3099,"Media and Communication Workers, All Other",detailed,310,11.9,0.128,0.79,21.89,45530,3.4,12.75,15.53,19.86,26.69,35.74,26510,32300,41310,55510,74330,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-4011,Audio and Video Equipment Technicians,detailed,1460,18.2,0.601,1.33,18.21,37870,3.7,12.27,13.77,16.5,19.47,27.53,25530,28640,34310,40490,57260,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-4012,Broadcast Technicians,detailed,730,12.3,0.299,1.46,19.22,39980,3.1,11.35,13.96,18.69,22.54,28.65,23610,29030,38870,46880,59590,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-4014,Sound Engineering Technicians,detailed,250,21.9,0.105,1.04,18.91,39330,9.3,9.3,12.62,15.46,24.4,32.33,19340,26260,32150,50760,67260,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-4021,Photographers,detailed,1020,19.7,0.42,1.16,19.48,40520,8.7,8.59,9.4,16.63,20.9,36.32,17880,19560,34590,43470,75540,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,440,27.8,0.181,1.24,24.87,51740,4.4,14.39,17.13,23.45,31.9,38.41,29920,35640,48790,66350,79900,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-4032,Film and Video Editors,detailed,690,17.4,0.284,1.42,21.55,44830,6.4,10.47,12.22,18.82,29.83,35.99,21790,25410,39150,62040,74860,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-4099,"Media and Communication Equipment Workers, All Other",detailed,140,17.8,0.056,0.44,41.11,85510,3,25.44,32.88,40,49.54,59.93,52920,68380,83210,103040,124650,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-0000,Healthcare Practitioners and Technical Occupations,major,146950,2.2,60.325,1.04,36.27,75430,1.4,15.39,21.49,29.6,39.9,61.96,32010,44690,61560,82990,128880,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1011,Chiropractors,detailed,600,14.3,0.244,1.05,51.09,106260,18.2,19.55,22.27,33.92,58.1,#,40670,46320,70560,120850,#,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1021,"Dentists, General",detailed,2410,16,0.988,1.36,74.01,153950,11.8,31.91,38.2,59.62,#,#,66370,79450,124020,#,#,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1029,"Dentists, All Other Specialists",detailed,**,**,**,**,132.79,276200,15.2,#,#,#,#,#,#,#,#,#,#,,
