PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-3012,Helpers--Carpenters,detailed,1070,20.5,0.185,0.72,16.02,33330,7.4,10,10.11,15.83,19.17,23.34,20810,21030,32940,39870,48540,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-3013,Helpers--Electricians,detailed,1920,19.5,0.332,0.65,18.7,38900,6.9,11.47,13.83,17.52,23.09,28.9,23850,28760,36430,48040,60110,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,1230,35.6,0.213,2.78,15.21,31650,9.9,10,10.2,13.27,17.89,22.92,20810,21210,27610,37200,47680,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,960,32.2,0.166,0.43,15.84,32950,3.2,12.03,12.9,14.32,17.38,21.37,25030,26840,29800,36150,44450,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-3019,"Helpers, Construction Trades, All Other",detailed,850,17.6,0.147,0.94,16.92,35200,5,10.51,12.07,15.02,21.14,24.98,21870,25100,31230,43980,51960,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-4011,Construction and Building Inspectors,detailed,3330,9.8,0.576,0.85,38.76,80620,3.9,18.97,32.89,40.37,46.84,52.52,39450,68410,83960,97430,109230,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-4021,Elevator Installers and Repairers,detailed,950,23.7,0.165,1.04,44.05,91630,3.8,18.32,34.73,48.59,56.01,60.77,38110,72240,101060,116490,126400,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-4031,Fence Erectors,detailed,1200,26,0.207,1.35,23.98,49880,9,12.69,16.3,22.48,32.14,37.49,26390,33900,46760,66850,77970,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-4041,Hazardous Materials Removal Workers,detailed,1520,19.5,0.263,0.83,20.52,42680,2.6,12.71,15.59,18.79,23.65,30.51,26430,32420,39090,49190,63460,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-4051,Highway Maintenance Workers,detailed,930,10.8,0.16,0.16,27.09,56350,10.4,17.4,19.62,24.72,30,47.03,36200,40810,51420,62400,97820,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,390,18.6,0.067,0.36,26.23,54570,7.8,15.25,17.41,22.69,35.34,43.1,31720,36200,47200,73510,89650,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-4099,"Construction and Related Workers, All Other",detailed,550,30.3,0.094,0.37,20.18,41970,7.8,13.08,14.79,19.63,24.01,29.17,27210,30760,40820,49940,60670,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-5012,"Rotary Drill Operators, Oil and Gas",detailed,280,28.6,0.049,0.39,32.3,67190,6,19.69,26.11,31.55,40.64,45.76,40960,54310,65620,84520,95170,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-5013,"Service Unit Operators, Oil, Gas, and Mining",detailed,380,44.8,0.066,0.22,27.52,57240,5.9,17.09,20.61,27.33,30.73,38.26,35540,42870,56850,63910,79580,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-5021,"Earth Drillers, Except Oil and Gas",detailed,350,46.9,0.061,0.46,32.72,68060,6.2,19.86,30.27,34.89,38.2,40.17,41300,62960,72560,79450,83550,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-5071,"Roustabouts, Oil and Gas",detailed,2190,15,0.379,1.04,31.05,64580,8.8,16.53,24.39,29.99,38.8,47.62,34390,50720,62370,80700,99040,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-5081,Helpers--Extraction Workers,detailed,90,24,0.015,0.12,25.19,52390,8.6,15.52,17.77,23.97,32.25,37.85,32270,36960,49860,67080,78730,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-5099,"Extraction Workers, All Other",detailed,**,**,**,**,18.82,39150,8.6,10.26,11.44,19.49,24.21,29.21,21350,23800,40540,50360,60750,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-0000,"Installation, Maintenance, and Repair Occupations",major,172220,1.9,29.776,0.77,24.64,51240,1,12.38,16.33,22.8,30.93,39.34,25740,33980,47430,64330,81820,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,13760,4.1,2.379,0.74,36.22,75340,1.3,18.45,26.41,35.34,45.19,56.14,38380,54930,73510,94000,116760,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,3940,10.7,0.681,0.94,22.18,46130,2.8,13.02,16.25,20.83,27.85,34.39,27080,33790,43330,57920,71530,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,670,47.3,0.116,1.16,26.62,55380,11.3,15.48,18.31,26.96,34.16,38.71,32200,38090,56080,71040,80510,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,12380,7.9,2.141,1.32,26.99,56140,2.5,15.98,20.12,26.83,33.48,37.93,33240,41850,55810,69650,78890,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2091,Avionics Technicians,detailed,850,27,0.147,1.19,31.86,66260,3.8,20.54,25.74,31.58,37.18,43.86,42720,53540,65680,77320,91230,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,580,38.3,0.1,0.83,25,51990,7.5,15.27,19.1,22.97,29.85,38.93,31760,39720,47790,62090,80970,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,410,6,0.071,0.72,35.68,74210,5.4,25.94,30.16,35.89,41.34,47.21,53950,62740,74650,85990,98190,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,2250,16.5,0.389,0.81,28.4,59080,3.1,16.5,21.19,27.08,35.62,43.6,34320,44080,56320,74100,90700,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,940,27,0.163,0.99,40.23,83670,3,32.38,35.37,40.06,45.97,49.73,67360,73570,83330,95620,103440,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,460,28.8,0.08,0.96,14.13,29390,3.5,10.52,11.28,12.94,15.47,20.6,21870,23450,26900,32170,42840,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2097,Electronic Home Entertainment Equipment Installers and Repairers,detailed,740,37.1,0.129,0.71,17.97,37370,7.3,11.2,13.09,18.58,22.37,24.37,23300,27220,38650,46530,50680,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2098,Security and Fire Alarm Systems Installers,detailed,2880,18.1,0.498,1.03,22.4,46590,3.6,10.01,16.71,22.34,28.41,33.77,20820,34760,46470,59100,70240,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-3011,Aircraft Mechanics and Service Technicians,detailed,5160,13.5,0.893,0.97,28.19,58640,2.8,16.39,20.67,28.64,35.25,39.04,34080,42990,59570,73320,81210,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-3021,Automotive Body and Related Repairers,detailed,5090,4.7,0.88,0.86,21.18,44050,4.2,12.15,13.73,18.85,26.37,35.72,25260,28570,39210,54860,74300,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-3023,Automotive Service Technicians and Mechanics,detailed,20610,6,3.564,0.77,22.19,46160,2.3,11.48,15.28,19.97,28.07,35.84,23880,31770,41530,58390,74550,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,5740,8,0.993,0.55,26.06,54210,2.3,15.77,20.47,26.67,30.96,36.45,32810,42580,55480,64390,75810,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-3041,Farm Equipment Mechanics and Service Technicians,detailed,100,32.8,0.017,0.07,22.62,47040,6.2,14.02,17.61,24.09,28,30.12,29160,36620,50120,58250,62650,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,3910,9.1,0.676,0.77,30.92,64310,5.2,20.19,23.92,28.84,39.25,45.86,42000,49760,59990,81630,95390,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-3043,Rail Car Repairers,detailed,**,**,**,**,19.21,39960,10.7,12.7,13.83,16.56,22.36,32.91,26420,28770,34450,46510,68450,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-3051,Motorboat Mechanics and Service Technicians,detailed,320,38.2,0.055,0.38,18.59,38660,7.3,12.57,14.53,18.23,22.19,24.9,26150,30230,37920,46150,51790,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-3052,Motorcycle Mechanics,detailed,400,29.3,0.07,0.61,17.72,36860,10.6,11.81,12.98,14.63,21.54,28.69,24560,27010,30430,44810,59680,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,890,23.4,0.154,0.65,19.66,40890,6.1,11.06,15.13,19.93,23.19,28.63,23010,31480,41460,48240,59550,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-3091,Bicycle Repairers,detailed,480,37.5,0.083,0.93,14.63,30430,11.6,10.31,11.33,13.17,16.66,22.23,21440,23570,27380,34650,46240,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-3092,Recreational Vehicle Service Technicians,detailed,260,42.4,0.044,0.46,22.94,47720,5.2,14.17,19.08,21.98,26.95,34.52,29480,39690,45720,56050,71790,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-3093,Tire Repairers and Changers,detailed,2600,18.5,0.449,0.58,15.79,32850,4,10.31,11.55,15.5,19.47,22.59,21450,24030,32240,40500,46990,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9011,Mechanical Door Repairers,detailed,450,30.7,0.077,0.55,21.29,44280,5.8,12.02,16.83,21.12,25.95,29.45,25000,35000,43930,53990,61260,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,1280,19.2,0.221,0.68,30.5,63440,4.1,19.06,21.34,30.86,39.01,46.09,39650,44380,64190,81140,95870,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,8760,11.7,1.514,0.72,26.75,55640,5.1,13.9,18.9,25.46,34.62,42.64,28920,39310,52960,72020,88690,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9031,Home Appliance Repairers,detailed,830,31.2,0.143,0.6,22.93,47690,6.5,14.41,17.18,24,28.37,30.87,29980,35730,49910,59010,64210,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9041,Industrial Machinery Mechanics,detailed,7910,7.3,1.368,0.57,26.78,55690,2,15.11,19.72,26.32,32.75,39.8,31420,41020,54750,68110,82780,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9043,"Maintenance Workers, Machinery",detailed,2370,8,0.409,0.64,20.72,43110,2.6,11.95,14.63,18.4,25.89,33.26,24860,30430,38270,53850,69180,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9044,Millwrights,detailed,920,28.1,0.158,0.56,30.51,63460,5.9,20.74,25.69,30.16,36.72,40.08,43140,53430,62730,76370,83360,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9051,Electrical Power-Line Installers and Repairers,detailed,2140,12.3,0.369,0.44,44.59,92740,2.7,27.64,33.59,47.65,55.6,60.19,57480,69860,99100,115660,125200,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9052,Telecommunications Line Installers and Repairers,detailed,3030,12.7,0.523,0.73,30.65,63750,3.4,18.2,24.66,33.11,36.69,38.85,37860,51300,68860,76320,80800,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9061,Camera and Photographic Equipment Repairers,detailed,480,27,0.082,3.08,20.31,42240,7.8,11.64,14.78,18.93,25.64,30.51,24220,30740,39370,53340,63450,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9062,Medical Equipment Repairers,detailed,1300,16.7,0.225,0.73,27.2,56580,3,16.57,19.68,25.15,32.67,43.47,34470,40940,52320,67960,90430,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9063,Musical Instrument Repairers and Tuners,detailed,260,36.6,0.046,0.8,23.38,48640,12.8,12.37,14.79,22.19,31.74,36.89,25720,30770,46160,66020,76740,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,410,28.8,0.07,0.85,35.7,74250,6.8,21.89,29.45,35.5,42.53,50.64,45540,61250,73830,88450,105330,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9071,"Maintenance and Repair Workers, General",detailed,42500,2.8,7.348,0.77,20.75,43160,1.3,11.74,14.48,19.29,25.19,30.99,24420,30120,40130,52390,64470,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,710,18.8,0.122,0.51,17.19,35760,4.3,10.97,12.78,15.75,20.76,24.67,22810,26580,32760,43170,51310,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9093,"Fabric Menders, Except Garment",detailed,110,46.8,0.018,4.69,12.62,26260,4.8,10.01,10.83,12.6,14.08,15.03,20810,22520,26200,29290,31270,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9094,Locksmiths and Safe Repairers,detailed,610,27.9,0.105,0.79,27.74,57710,5.3,20.12,22.79,27.18,32.59,37.16,41850,47410,56540,67790,77300,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9096,Riggers,detailed,**,**,**,**,29.81,62010,3.1,19.49,25,28.06,33.3,44.72,40540,52000,58370,69270,93030,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,4520,8.5,0.782,0.92,15.34,31900,2.6,10.13,11.67,14.06,17.81,23.17,21070,24280,29240,37040,48190,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,6360,11.1,1.099,1.05,18.77,39040,2.9,10.8,12.86,16.89,22.89,29.56,22470,26750,35130,47610,61470,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-0000,Production Occupations,major,369990,1.4,63.97,0.99,16.82,34990,0.8,10.01,10.96,13.84,19.46,28.47,20820,22800,28780,40490,59210,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-1011,First-Line Supervisors of Production and Operating Workers,detailed,21980,2.9,3.8,0.87,28.13,58510,1.3,13.97,18.31,26.04,35.59,46.51,29050,38080,54160,74020,96750,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed,1330,20.5,0.231,0.77,22.39,46580,4.8,13.04,15.31,21.27,28.49,35.22,27120,31850,44250,59270,73260,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-2021,"Coil Winders, Tapers, and Finishers",detailed,770,32,0.132,1.32,13.49,28060,7.6,10.01,10.66,11.84,15.56,19.38,20820,22170,24640,32370,40300,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-2022,Electrical and Electronic Equipment Assemblers,detailed,11210,6.7,1.939,1.25,15.02,31230,1.6,10.01,11.09,13.51,17.23,22.52,20820,23070,28110,35830,46840,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-2023,Electromechanical Equipment Assemblers,detailed,2400,15.9,0.415,1.28,15,31190,2.5,10.01,11.21,13.81,17.62,21.65,20820,23310,28730,36640,45030,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-2031,Engine and Other Machine Assemblers,detailed,450,30.9,0.078,0.29,22.04,45850,7.4,12.72,15.82,19.71,28.56,34.8,26460,32910,40990,59410,72390,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-2041,Structural Metal Fabricators and Fitters,detailed,2570,21.6,0.444,0.81,21.82,45380,5.9,11.83,15.41,20.12,26.8,35.67,24610,32040,41850,55740,74200,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-2091,Fiberglass Laminators and Fabricators,detailed,**,**,**,**,17.49,36370,5.7,11.1,13.3,16.7,20.95,25.18,23080,27650,34750,43580,52360,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-2092,Team Assemblers,detailed,35060,6.6,6.062,0.76,13.91,28930,1.2,10.01,10.72,12.37,15.31,20.67,20820,22300,25740,31840,43000,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-2099,"Assemblers and Fabricators, All Other",detailed,7550,10,1.305,0.8,15.95,33180,2.4,10.01,10.87,13.81,17.77,23.92,20810,22620,28720,36950,49760,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-3011,Bakers,detailed,12810,8.7,2.215,1.72,13.1,27260,1.7,10.01,10.62,11.96,14.48,18.05,20820,22100,24880,30110,37540,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-3021,Butchers and Meat Cutters,detailed,6350,7.2,1.097,1.15,13.97,29060,1.8,10.01,10.73,12.25,15.76,21.51,20820,22320,25490,32770,44740,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,3190,18.3,0.551,0.52,12.04,25030,1.9,10,10.02,11.01,12.23,16.03,20810,20850,22900,25440,33350,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-3023,Slaughterers and Meat Packers,detailed,1160,24.3,0.2,0.35,12.11,25190,3.8,10,10.01,11.35,13.63,15.67,20810,20820,23610,28340,32600,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,470,28.2,0.081,0.57,14.86,30900,4.2,10.07,11.11,13.33,18.83,22.78,20940,23120,27730,39170,47380,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-3092,Food Batchmakers,detailed,5510,8,0.953,0.9,13.18,27420,2.7,10,10.13,11.56,14.53,18.23,20810,21070,24050,30220,37930,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-3093,Food Cooking Machine Operators and Tenders,detailed,1370,14.3,0.237,0.91,13.11,27260,4.6,10,10.01,11.23,14.62,20.73,20810,20820,23350,30420,43120,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-3099,"Food Processing Workers, All Other",detailed,1950,18.1,0.338,1.1,11.82,24580,4,10.01,10.2,11.03,11.87,15.41,20810,21220,22950,24680,32040,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",detailed,6070,10.1,1.05,1.01,17.87,37170,2,10.94,12.93,16.37,22.04,27.58,22760,26890,34050,45840,57360,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",detailed,1280,9.4,0.222,1.24,29.45,61250,3,15.53,20.07,27.6,36.83,47.61,32300,41740,57400,76610,99030,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,1770,21,0.305,0.6,18.99,39500,7.6,10.3,11.67,15.88,23.57,34.78,21420,24270,33020,49030,72330,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,1020,18.7,0.176,1.29,18.16,37770,3.8,11.96,14.34,17.48,21.25,24.34,24870,29820,36350,44210,50620,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,1010,29.4,0.175,0.84,16.3,33900,8.8,10.64,12.14,14.49,18.74,25.1,22140,25250,30130,38970,52220,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,7030,8.2,1.216,0.89,16.03,33340,2,10.7,12.26,14.87,18.63,23.76,22250,25490,30930,38750,49420,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,800,19.3,0.138,1.58,16.79,34920,4.2,11.01,12.84,14.76,18.59,25.85,22890,26700,30700,38660,53760,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,4370,12.7,0.756,1.42,15.1,31410,2.9,10.36,11.29,13.45,17.48,22.64,21550,23480,27970,36370,47090,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,2270,13.3,0.392,1.62,18,37450,2.8,11.27,13.35,16.82,21.45,27.46,23440,27760,34990,44620,57120,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,1180,21,0.205,1.64,20.48,42610,4.7,10.58,15.16,20.05,24.03,31.85,22010,31540,41710,49980,66240,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4041,Machinists,detailed,16260,7.3,2.811,1.01,19.84,41260,1.6,11.21,14.05,18.62,23.8,30.41,23310,29230,38730,49510,63260,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4051,Metal-Refining Furnace Operators and Tenders,detailed,180,28.1,0.03,0.24,19.18,39900,3.5,11.89,15.5,19.1,22.93,26.46,24720,32240,39730,47700,55040,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4052,"Pourers and Casters, Metal",detailed,220,19.5,0.039,0.63,13.86,28830,7.6,10,10.15,11.46,16.6,22.36,20810,21100,23830,34520,46510,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4061,"Model Makers, Metal and Plastic",detailed,220,30.4,0.038,0.84,27.65,57500,10.9,15.34,18.5,24.52,30.8,45.96,31900,38470,51000,64070,95600,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4062,"Patternmakers, Metal and Plastic",detailed,**,**,**,**,20.7,43050,3.8,11.54,16.23,20.6,26.26,29.49,24010,33770,42850,54610,61340,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4071,Foundry Mold and Coremakers,detailed,410,29.5,0.071,0.78,16.68,34700,4.9,10.95,12.76,16,18.94,24.16,22770,26550,33270,39400,50260,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,4000,12.8,0.692,0.67,14.56,30290,3.7,10.01,10.75,12.71,17.11,21.67,20820,22360,26430,35590,45070,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,2910,16,0.504,0.6,16.97,35290,2.8,10.62,11.71,15.5,20.58,24.67,22100,24350,32230,42810,51310,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4111,Tool and Die Makers,detailed,1870,9,0.324,0.63,25.2,52420,2.2,14.12,19.17,25.4,30.48,36.95,29360,39870,52830,63400,76860,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,9540,6.5,1.65,0.61,19.21,39960,2,11.34,13.74,17.32,22.3,30.42,23590,28570,36020,46390,63280,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,1520,12.5,0.264,0.79,18.78,39060,2.5,12.25,14.57,17.51,22.32,28.14,25490,30300,36430,46420,58530,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,940,26.9,0.163,1.16,19.67,40910,4.3,11.44,14.24,19.09,24.12,29.06,23800,29610,39720,50160,60450,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4192,"Layout Workers, Metal and Plastic",detailed,190,19.2,0.032,0.5,23.06,47970,6.6,12.94,15.61,21.07,27.61,35.66,26920,32470,43830,57420,74160,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,2130,15,0.369,1.46,15.75,32770,4.3,10.43,11.31,13.87,19.48,23.85,21700,23520,28840,40520,49620,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,740,21.5,0.127,1.87,16.24,33790,4.3,10.59,11.74,14.05,18.8,24.78,22020,24420,29230,39110,51540,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-4199,"Metal Workers and Plastic Workers, All Other",detailed,1200,19.5,0.208,1.27,16.36,34030,5.3,10.01,11.42,14.87,19.35,26.26,20820,23750,30930,40250,54620,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-5111,Prepress Technicians and Workers,detailed,1690,12,0.292,1.23,20.97,43620,4.5,11.39,13.77,19.99,26.77,33.43,23690,28650,41570,55690,69530,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-5112,Printing Press Operators,detailed,7690,8.1,1.329,1.1,17.84,37100,3.1,10.04,11.65,15.82,22.29,29.17,20890,24230,32910,46370,60680,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-5113,Print Binding and Finishing Workers,detailed,2320,19.3,0.401,1.07,15.68,32610,3.6,10.07,11.48,14.43,18.28,23.43,20950,23880,30020,38020,48730,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-6011,Laundry and Dry-Cleaning Workers,detailed,8270,8.4,1.429,0.97,12.07,25110,1.3,10,10.01,11.16,13.21,15.55,20810,20820,23210,27470,32340,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,2700,16,0.466,1.45,10.95,22790,1.6,10,10.01,10.5,11.54,12.88,20810,20810,21840,24010,26790,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-6031,Sewing Machine Operators,detailed,22510,7.7,3.892,3.92,11.67,24270,1.1,10,10.01,10.51,11.9,15.51,20810,20810,21860,24760,32250,,
